H1	H2
ScomH1c04g0015613	ScomH2c04g0015450
ScomH1c04g0015614	ScomH2c04g0015451
ScomH1c04g0015616	ScomH2c04g0015453
ScomH1c04g0015617	ScomH2c04g0015454
ScomH1c04g0015618	ScomH2c04g0015455
ScomH1c04g0015619	ScomH2c04g0015456
ScomH1c04g0015621	ScomH2c04g0015458
ScomH1c04g0015622	ScomH2c04g0015459
ScomH1c04g0015623	ScomH2c04g0015460
ScomH1c04g0015624	ScomH2c04g0015461
ScomH1c04g0015625	ScomH2c04g0015462
ScomH1c04g0015626	ScomH2c04g0015463
ScomH1c04g0015630	ScomH2c04g0015465
ScomH1c04g0015631	ScomH2c04g0015466
ScomH1c04g0015632	ScomH2c04g0015467
ScomH1c04g0015633	ScomH2c04g0015470
ScomH1c04g0015634	ScomH2c04g0015471
ScomH1c04g0015636	ScomH2c04g0015472
ScomH1c04g0015637	ScomH2c04g0015473
ScomH1c04g0015639	ScomH2c04g0015475
ScomH1c04g0015638	ScomH2c04g0015474
ScomH1c04g0015640	ScomH2c04g0015476
ScomH1c04g0015641	ScomH2c04g0015477
ScomH1c04g0015643	ScomH2c04g0015479
ScomH1c04g0015644	ScomH2c04g0015480
ScomH1c04g0015645	ScomH2c04g0015481
ScomH1c04g0015646	ScomH2c04g0015482
ScomH1c04g0015647	ScomH2c04g0015483
ScomH1c04g0015648	ScomH2c04g0015484
ScomH1c04g0015649	ScomH2c04g0015485
ScomH1c04g0015650	ScomH2c04g0015486
ScomH1c04g0015651	ScomH2c04g0015487
ScomH1c04g0015652	ScomH2c04g0015488
ScomH1c04g0015653	ScomH2c04g0015489
ScomH1c04g0015654	ScomH2c04g0015490
ScomH1c04g0015655	ScomH2c04g0015491
ScomH1c04g0015656	ScomH2c04g0015492
ScomH1c04g0015657	ScomH2c04g0015493
ScomH1c04g0015658	ScomH2c04g0015494
ScomH1c04g0015660	ScomH2c04g0015500
ScomH1c04g0015661	ScomH2c04g0015501
ScomH1c04g0015662	ScomH2c04g0015502
ScomH1c04g0015663	ScomH2c04g0015503
ScomH1c04g0015664	ScomH2c04g0015504
ScomH1c04g0015665	ScomH2c04g0015505
ScomH1c04g0015666	ScomH2c04g0015506
ScomH1c04g0015667	ScomH2c04g0015507
ScomH1c04g0015668	ScomH2c04g0015508
ScomH1c04g0015669	ScomH2c04g0015509
ScomH1c04g0015670	ScomH2c04g0015510
ScomH1c04g0015671	ScomH2c04g0015511
ScomH1c04g0015672	ScomH2c04g0015514
ScomH1c04g0015675	ScomH2c04g0015517
ScomH1c04g0015676	ScomH2c04g0015518
ScomH1c04g0015677	ScomH2c04g0015519
ScomH1c04g0015678	ScomH2c04g0015520
ScomH1c04g0015679	ScomH2c04g0015521
ScomH1c04g0015684	ScomH2c04g0015522
ScomH1c04g0015686	ScomH2c04g0015524
ScomH1c04g0015687	ScomH2c04g0015525
ScomH1c04g0015688	ScomH2c04g0015526
ScomH1c04g0015689	ScomH2c04g0015527
ScomH1c04g0015690	ScomH2c04g0015528
ScomH1c04g0015692	ScomH2c04g0015530
ScomH1c04g0015693	ScomH2c04g0015531
ScomH1c04g0015694	ScomH2c04g0015532
ScomH1c04g0015697	ScomH2c04g0015535
ScomH1c04g0015698	ScomH2c04g0015536
ScomH1c04g0015699	ScomH2c04g0015537
ScomH1c04g0015700	ScomH2c04g0015538
ScomH1c04g0015701	ScomH2c04g0015539
ScomH1c04g0015702	ScomH2c04g0015540
ScomH1c04g0015703	ScomH2c04g0015541
ScomH1c04g0015704	ScomH2c04g0015543
ScomH1c04g0015705	ScomH2c04g0015544
ScomH1c04g0015706	ScomH2c04g0015545
ScomH1c04g0015708	ScomH2c04g0015547
ScomH1c04g0015709	ScomH2c04g0015548
ScomH1c04g0015710	ScomH2c04g0015549
ScomH1c04g0015712	ScomH2c04g0015550
ScomH1c04g0015713	ScomH2c04g0015553
ScomH1c04g0015714	ScomH2c04g0015554
ScomH1c04g0015715	ScomH2c04g0015555
ScomH1c04g0015716	ScomH2c04g0015556
ScomH1c04g0015717	ScomH2c04g0015557
ScomH1c04g0015719	ScomH2c04g0015559
ScomH1c04g0015720	ScomH2c04g0015560
ScomH1c04g0015721	ScomH2c04g0015561
ScomH1c04g0015722	ScomH2c04g0015562
ScomH1c04g0015723	ScomH2c04g0015563
ScomH1c04g0015725	ScomH2c04g0015567
ScomH1c04g0015726	ScomH2c04g0015569
ScomH1c04g0015727	ScomH2c04g0015570
ScomH1c04g0015728	ScomH2c04g0015571
ScomH1c04g0015731	ScomH2c04g0015574
ScomH1c04g0015732	ScomH2c04g0015575
ScomH1c04g0015733	ScomH2c04g0015577
ScomH1c04g0015734	ScomH2c04g0015578
ScomH1c04g0015738	ScomH2c04g0015583
ScomH1c04g0015739	ScomH2c04g0015584
ScomH1c04g0015740	ScomH2c04g0015585
ScomH1c04g0015742	ScomH2c04g0015586
ScomH1c04g0015743	ScomH2c04g0015587
ScomH1c04g0015744	ScomH2c04g0015588
ScomH1c04g0015745	ScomH2c04g0015589
ScomH1c04g0015746	ScomH2c04g0015590
ScomH1c04g0015747	ScomH2c04g0015591
ScomH1c04g0015748	ScomH2c04g0015592
ScomH1c04g0015749	ScomH2c04g0015593
ScomH1c04g0015750	ScomH2c04g0015594
ScomH1c04g0015751	ScomH2c04g0015595
ScomH1c04g0015752	ScomH2c04g0015596
ScomH1c04g0015753	ScomH2c04g0015597
ScomH1c04g0015754	ScomH2c04g0015598
ScomH1c04g0015755	ScomH2c04g0015599
ScomH1c04g0015756	ScomH2c04g0015600
ScomH1c04g0015757	ScomH2c04g0015601
ScomH1c04g0015758	ScomH2c04g0015602
ScomH1c04g0015761	ScomH2c04g0015605
ScomH1c04g0015762	ScomH2c04g0015606
ScomH1c04g0015763	ScomH2c04g0015607
ScomH1c04g0015764	ScomH2c04g0015608
ScomH1c04g0015766	ScomH2c04g0015610
ScomH1c04g0015767	ScomH2c04g0015611
ScomH1c04g0015768	ScomH2c04g0015612
ScomH1c04g0015769	ScomH2c04g0015613
ScomH1c04g0015770	ScomH2c04g0015614
ScomH1c04g0015771	ScomH2c04g0015615
ScomH1c04g0015772	ScomH2c04g0015616
ScomH1c04g0015773	ScomH2c04g0015617
ScomH1c04g0015774	ScomH2c04g0015618
ScomH1c04g0015775	ScomH2c04g0015619
ScomH1c04g0015776	ScomH2c04g0015620
ScomH1c04g0015777	ScomH2c04g0015621
ScomH1c04g0015778	ScomH2c04g0015622
ScomH1c04g0015779	ScomH2c04g0015623
ScomH1c04g0015780	ScomH2c04g0015624
ScomH1c04g0015781	ScomH2c04g0015625
ScomH1c04g0015783	ScomH2c04g0015627
ScomH1c04g0015784	ScomH2c04g0015628
ScomH1c04g0015785	ScomH2c04g0015629
ScomH1c04g0015786	ScomH2c04g0015630
ScomH1c04g0015787	ScomH2c04g0015631
ScomH1c04g0015788	ScomH2c04g0015632
ScomH1c04g0015789	ScomH2c04g0015634
ScomH1c04g0015790	ScomH2c04g0015635
ScomH1c04g0015791	ScomH2c04g0015636
ScomH1c04g0015792	ScomH2c04g0015637
ScomH1c04g0015793	ScomH2c04g0015638
ScomH1c04g0015794	ScomH2c04g0015639
ScomH1c04g0015796	ScomH2c04g0015641
ScomH1c04g0015798	ScomH2c04g0015644
ScomH1c04g0015799	ScomH2c04g0015645
ScomH1c04g0015800	ScomH2c04g0015646
ScomH1c04g0015801	ScomH2c04g0015647
ScomH1c04g0015802	ScomH2c04g0015649
ScomH1c04g0015803	ScomH2c04g0015650
ScomH1c04g0015804	ScomH2c04g0015651
ScomH1c04g0015805	ScomH2c04g0015652
ScomH1c04g0015806	ScomH2c04g0015653
ScomH1c04g0015807	ScomH2c04g0015654
ScomH1c04g0015808	ScomH2c04g0015655
ScomH1c04g0015810	ScomH2c04g0015657
ScomH1c04g0015811	ScomH2c04g0015658
ScomH1c04g0015812	ScomH2c04g0015659
ScomH1c04g0015813	ScomH2c04g0015660
ScomH1c04g0015814	ScomH2c04g0015661
ScomH1c04g0015815	ScomH2c04g0015662
ScomH1c04g0015816	ScomH2c04g0015663
ScomH1c04g0015817	ScomH2c04g0015664
ScomH1c04g0015818	ScomH2c04g0015665
ScomH1c04g0015819	ScomH2c04g0015666
ScomH1c04g0015820	ScomH2c04g0015667
ScomH1c04g0015821	ScomH2c04g0015668
ScomH1c04g0015822	ScomH2c04g0015669
ScomH1c04g0015823	ScomH2c04g0015670
ScomH1c04g0015825	ScomH2c04g0015672
ScomH1c04g0015826	ScomH2c04g0015673
ScomH1c04g0015830	ScomH2c04g0015682
ScomH1c04g0015831	ScomH2c04g0015683
ScomH1c04g0015833	ScomH2c04g0015685
ScomH1c04g0015834	ScomH2c04g0015686
ScomH1c04g0015836	ScomH2c04g0015688
ScomH1c04g0015839	ScomH2c04g0015690
ScomH1c04g0015840	ScomH2c04g0015691
ScomH1c04g0015841	ScomH2c04g0015692
ScomH1c04g0015842	ScomH2c04g0015693
ScomH1c04g0015843	ScomH2c04g0015694
ScomH1c04g0015844	ScomH2c04g0015695
ScomH1c04g0015845	ScomH2c04g0015696
ScomH1c04g0015847	ScomH2c04g0015699
ScomH1c04g0015848	ScomH2c04g0015700
ScomH1c04g0015849	ScomH2c04g0015701
ScomH1c04g0015850	ScomH2c04g0015702
ScomH1c04g0015851	ScomH2c04g0015703
ScomH1c04g0015852	ScomH2c04g0015704
ScomH1c04g0015853	ScomH2c04g0015705
ScomH1c04g0015854	ScomH2c04g0015706
ScomH1c04g0015855	ScomH2c04g0015707
ScomH1c04g0015856	ScomH2c04g0015708
ScomH1c04g0015858	ScomH2c04g0015709
ScomH1c04g0015859	ScomH2c04g0015710
ScomH1c04g0015861	ScomH2c04g0015713
ScomH1c04g0015862	ScomH2c04g0015714
ScomH1c04g0015864	ScomH2c04g0015716
ScomH1c04g0015865	ScomH2c04g0015717
ScomH1c04g0015866	ScomH2c04g0015718
ScomH1c04g0015867	ScomH2c04g0015719
ScomH1c04g0015868	ScomH2c04g0015720
ScomH1c04g0015869	ScomH2c04g0015721
ScomH1c04g0015870	ScomH2c04g0015722
ScomH1c04g0015871	ScomH2c04g0015723
ScomH1c04g0015872	ScomH2c04g0015724
ScomH1c04g0015874	ScomH2c04g0015726
ScomH1c04g0015875	ScomH2c04g0015727
ScomH1c04g0015877	ScomH2c04g0015728
ScomH1c04g0015878	ScomH2c04g0015729
ScomH1c04g0015879	ScomH2c04g0015730
ScomH1c04g0015880	ScomH2c04g0015731
ScomH1c04g0015882	ScomH2c04g0015733
ScomH1c04g0015883	ScomH2c04g0015734
ScomH1c04g0015884	ScomH2c04g0015735
ScomH1c04g0015885	ScomH2c04g0015736
ScomH1c04g0015887	ScomH2c04g0015738
ScomH1c04g0015888	ScomH2c04g0015739
ScomH1c04g0015889	ScomH2c04g0015740
ScomH1c04g0015890	ScomH2c04g0015741
ScomH1c04g0015891	ScomH2c04g0015742
ScomH1c04g0015892	ScomH2c04g0015743
ScomH1c04g0015893	ScomH2c04g0015744
ScomH1c04g0015894	ScomH2c04g0015745
ScomH1c04g0015895	ScomH2c04g0015746
ScomH1c04g0015896	ScomH2c04g0015747
ScomH1c04g0015897	ScomH2c04g0015748
ScomH1c04g0015898	ScomH2c04g0015749
ScomH1c04g0015899	ScomH2c04g0015750
ScomH1c04g0015900	ScomH2c04g0015751
ScomH1c04g0015901	ScomH2c04g0015752
ScomH1c04g0015902	ScomH2c04g0015753
ScomH1c04g0015903	ScomH2c04g0015754
ScomH1c04g0015904	ScomH2c04g0015755
ScomH1c04g0015905	ScomH2c04g0015756
ScomH1c04g0015906	ScomH2c04g0015757
ScomH1c04g0015908	ScomH2c04g0015759
ScomH1c04g0015909	ScomH2c04g0015760
ScomH1c04g0015910	ScomH2c04g0015761
ScomH1c04g0015913	ScomH2c04g0015762
ScomH1c04g0015914	ScomH2c04g0015763
ScomH1c04g0015915	ScomH2c04g0015764
ScomH1c04g0015916	ScomH2c04g0015765
ScomH1c04g0015917	ScomH2c04g0015766
ScomH1c04g0015918	ScomH2c04g0015767
ScomH1c04g0015919	ScomH2c04g0015768
ScomH1c04g0015920	ScomH2c04g0015769
ScomH1c04g0015921	ScomH2c04g0015770
ScomH1c04g0015922	ScomH2c04g0015771
ScomH1c04g0015923	ScomH2c04g0015772
ScomH1c04g0015924	ScomH2c04g0015773
ScomH1c04g0015925	ScomH2c04g0015774
ScomH1c04g0015926	ScomH2c04g0015775
ScomH1c04g0015927	ScomH2c04g0015776
ScomH1c04g0015928	ScomH2c04g0015777
ScomH1c04g0015929	ScomH2c04g0015778
ScomH1c04g0015930	ScomH2c04g0015779
ScomH1c04g0015933	ScomH2c04g0015782
ScomH1c04g0015935	ScomH2c04g0015784
ScomH1c04g0015936	ScomH2c04g0015785
ScomH1c04g0015937	ScomH2c04g0015786
ScomH1c04g0015938	ScomH2c04g0015787
ScomH1c04g0015939	ScomH2c04g0015788
ScomH1c04g0012920	ScomH2c04g0012823
ScomH1c04g0012926	ScomH2c04g0012828
ScomH1c04g0012928	ScomH2c04g0012837
ScomH1c04g0012930	ScomH2c04g0012838
ScomH1c04g0012935	ScomH2c04g0012843
ScomH1c04g0012936	ScomH2c04g0012868
ScomH1c04g0012957	ScomH2c04g0012870
ScomH1c04g0012967	ScomH2c04g0012881
ScomH1c04g0012975	ScomH2c04g0012896
ScomH1c04g0012993	ScomH2c04g0012897
ScomH1c04g0013004	ScomH2c04g0012913
ScomH1c04g0013023	ScomH2c04g0012922
ScomH1c04g0014461	ScomH2c04g0014306
ScomH1c04g0014469	ScomH2c04g0014314
ScomH1c04g0014473	ScomH2c04g0014316
ScomH1c04g0014498	ScomH2c04g0014335
ScomH1c04g0014510	ScomH2c04g0014339
ScomH1c04g0014512	ScomH2c04g0014355
ScomH1c04g0014513	ScomH2c04g0014358
ScomH1c04g0014516	ScomH2c04g0014365
ScomH1c04g0014517	ScomH2c04g0014366
ScomH1c04g0014520	ScomH2c04g0014372
ScomH1c04g0014544	ScomH2c04g0014377
ScomH1c04g0014235	ScomH2c04g0014080
ScomH1c04g0014236	ScomH2c04g0014084
ScomH1c04g0014250	ScomH2c04g0014090
ScomH1c04g0014265	ScomH2c04g0014115
ScomH1c04g0014269	ScomH2c04g0014118
ScomH1c04g0014271	ScomH2c04g0014123
ScomH1c04g0014277	ScomH2c04g0014124
ScomH1c04g0014278	ScomH2c04g0014125
ScomH1c04g0014282	ScomH2c04g0014131
ScomH1c04g0012819	ScomH2c04g0012733
ScomH1c04g0012821	ScomH2c04g0012735
ScomH1c04g0012823	ScomH2c04g0012736
ScomH1c04g0012824	ScomH2c04g0012737
ScomH1c04g0012828	ScomH2c04g0012740
ScomH1c04g0012835	ScomH2c04g0012741
ScomH1c04g0012837	ScomH2c04g0012742
ScomH1c04g0012843	ScomH2c04g0012744
ScomH1c04g0012790	ScomH2c04g0012681
ScomH1c04g0012804	ScomH2c04g0012692
ScomH1c04g0012829	ScomH2c04g0012717
ScomH1c04g0012831	ScomH2c04g0012723
ScomH1c04g0012835	ScomH2c04g0012727
ScomH1c04g0012838	ScomH2c04g0012729
ScomH1c04g0012843	ScomH2c04g0012731
ScomH1c04g0012845	ScomH2c04g0012733
ScomH1c04g0014229	ScomH2c04g0014090
ScomH1c04g0014236	ScomH2c04g0014110
ScomH1c04g0014258	ScomH2c04g0014127
ScomH1c04g0014265	ScomH2c04g0014134
ScomH1c04g0014267	ScomH2c04g0014135
ScomH1c04g0014270	ScomH2c04g0014137
ScomH1c04g0014272	ScomH2c04g0014138
ScomH1c04g0014097	ScomH2c04g0014611
ScomH1c04g0014098	ScomH2c04g0014612
ScomH1c04g0014099	ScomH2c04g0014614
ScomH1c04g0014100	ScomH2c04g0014616
ScomH1c04g0014101	ScomH2c04g0014617
ScomH1c04g0014102	ScomH2c04g0014619
ScomH1c04g0013909	ScomH2c04g0013844
ScomH1c04g0013914	ScomH2c04g0013843
ScomH1c04g0013920	ScomH2c04g0013842
ScomH1c04g0013922	ScomH2c04g0013841
ScomH1c04g0013944	ScomH2c04g0013819
ScomH1c04g0013952	ScomH2c04g0013812
ScomH1c04g0013953	ScomH2c04g0013810
ScomH1c04g0013954	ScomH2c04g0013809
ScomH1c04g0013976	ScomH2c04g0013787
ScomH1c04g0013977	ScomH2c04g0013785
ScomH1c04g0013978	ScomH2c04g0013783
ScomH1c04g0013980	ScomH2c04g0013778
ScomH1c04g0012809	ScomH2c04g0012746
ScomH1c04g0012819	ScomH2c04g0012741
ScomH1c04g0012822	ScomH2c04g0012734
ScomH1c04g0012827	ScomH2c04g0012733
ScomH1c04g0012830	ScomH2c04g0012731
ScomH1c04g0012839	ScomH2c04g0012724
ScomH1c04g0012844	ScomH2c04g0012718
ScomH1c04g0012849	ScomH2c04g0012709
ScomH1c04g0014491	ScomH2c04g0014358
ScomH1c04g0014493	ScomH2c04g0014355
ScomH1c04g0014494	ScomH2c04g0014354
ScomH1c04g0014495	ScomH2c04g0014353
ScomH1c04g0014496	ScomH2c04g0014352
ScomH1c04g0014511	ScomH2c04g0014338
ScomH1c04g0014526	ScomH2c04g0014337
ScomH1c04g0014528	ScomH2c04g0014336
ScomH1c04g0012722	ScomH2c04g0012634
ScomH1c04g0012728	ScomH2c04g0012631
ScomH1c04g0012736	ScomH2c04g0012622
ScomH1c04g0012740	ScomH2c04g0012619
ScomH1c04g0012748	ScomH2c04g0012616
ScomH1c04g0012749	ScomH2c04g0012612
ScomH1c04g0012592	ScomH2c05g0015992
ScomH1c04g0012594	ScomH2c05g0015994
ScomH1c04g0012600	ScomH2c05g0016020
ScomH1c04g0012602	ScomH2c05g0016028
ScomH1c04g0012619	ScomH2c05g0016050
ScomH1c04g0012626	ScomH2c05g0016071
ScomH1c04g0012633	ScomH2c05g0016082
ScomH1c04g0012651	ScomH2c05g0016105
ScomH1c04g0012652	ScomH2c05g0016113
ScomH1c04g0012653	ScomH2c05g0016133
ScomH1c04g0013112	ScomH2c05g0018229
ScomH1c04g0013130	ScomH2c05g0018212
ScomH1c04g0013148	ScomH2c05g0018195
ScomH1c04g0013152	ScomH2c05g0018192
ScomH1c04g0013153	ScomH2c05g0018190
ScomH1c04g0013154	ScomH2c05g0018186
ScomH1c04g0013155	ScomH2c05g0018184
ScomH1c04g0013163	ScomH2c05g0018176
ScomH1c04g0013419	ScomH2c10g0032692
ScomH1c04g0013421	ScomH2c10g0032693
ScomH1c04g0013444	ScomH2c10g0032701
ScomH1c04g0013453	ScomH2c10g0032704
ScomH1c04g0013462	ScomH2c10g0032710
ScomH1c04g0013466	ScomH2c10g0032712
ScomH1c04g0013244	ScomH2c11g0033328
ScomH1c04g0013256	ScomH2c11g0033318
ScomH1c04g0013261	ScomH2c11g0033300
ScomH1c04g0013263	ScomH2c11g0033299
ScomH1c04g0013276	ScomH2c11g0033277
ScomH1c04g0013279	ScomH2c11g0033268
ScomH1c04g0013282	ScomH2c11g0033248
ScomH1c04g0013286	ScomH2c11g0033233
ScomH1c04g0015803	ScomH2c12g0037777
ScomH1c04g0015816	ScomH2c12g0037785
ScomH1c04g0015821	ScomH2c12g0037787
ScomH1c04g0015833	ScomH2c12g0037791
ScomH1c04g0015845	ScomH2c12g0037802
ScomH1c04g0015866	ScomH2c12g0037810
ScomH1c04g0015868	ScomH2c12g0037811
ScomH1c04g0015888	ScomH2c12g0037813
ScomH1c04g0015898	ScomH2c12g0037823
ScomH1c04g0015916	ScomH2c12g0037829
ScomH1c04g0015920	ScomH2c12g0037831
ScomH1c04g0015324	ScomH2c12g0037658
ScomH1c04g0015325	ScomH2c12g0037659
ScomH1c04g0015332	ScomH2c12g0037661
ScomH1c04g0015338	ScomH2c12g0037664
ScomH1c04g0015349	ScomH2c12g0037666
ScomH1c04g0015354	ScomH2c12g0037668
ScomH1c04g0015368	ScomH2c12g0037678
ScomH1c04g0015202	ScomH2c12g0037628
ScomH1c04g0015215	ScomH2c12g0037634
ScomH1c04g0015236	ScomH2c12g0037640
ScomH1c04g0015250	ScomH2c12g0037643
ScomH1c04g0015263	ScomH2c12g0037645
ScomH1c04g0015270	ScomH2c12g0037646
ScomH1c04g0015278	ScomH2c12g0037648
ScomH1c05g0018394	ScomH2c04g0013032
ScomH1c05g0018378	ScomH2c04g0013046
ScomH1c05g0018375	ScomH2c04g0013050
ScomH1c05g0018373	ScomH2c04g0013051
ScomH1c05g0018369	ScomH2c04g0013052
ScomH1c05g0018367	ScomH2c04g0013053
ScomH1c05g0018357	ScomH2c04g0013061
ScomH1c10g0033224	ScomH2c04g0013312
ScomH1c10g0033225	ScomH2c04g0013314
ScomH1c10g0033233	ScomH2c04g0013340
ScomH1c10g0033235	ScomH2c04g0013348
ScomH1c10g0033236	ScomH2c04g0013349
ScomH1c10g0033242	ScomH2c04g0013358
ScomH1c10g0033244	ScomH2c04g0013362
ScomH1c10g0033255	ScomH2c04g0013387
ScomH1c10g0033257	ScomH2c04g0013391
ScomH1c10g0033258	ScomH2c04g0013396
ScomH1c10g0033318	ScomH2c04g0013340
ScomH1c10g0033320	ScomH2c04g0013347
ScomH1c10g0033323	ScomH2c04g0013362
ScomH1c10g0033324	ScomH2c04g0013365
ScomH1c10g0033329	ScomH2c04g0013377
ScomH1c10g0033331	ScomH2c04g0013379
ScomH1c10g0033335	ScomH2c04g0013397
ScomH1c11g0033828	ScomH2c04g0013138
ScomH1c11g0033817	ScomH2c04g0013148
ScomH1c11g0033796	ScomH2c04g0013154
ScomH1c11g0033795	ScomH2c04g0013156
ScomH1c11g0033773	ScomH2c04g0013172
ScomH1c11g0033763	ScomH2c04g0013175
ScomH1c11g0033741	ScomH2c04g0013179
ScomH1c11g0033727	ScomH2c04g0013183
ScomH1c12g0038329	ScomH2c04g0015650
ScomH1c12g0038336	ScomH2c04g0015663
ScomH1c12g0038342	ScomH2c04g0015685
ScomH1c12g0038352	ScomH2c04g0015696
ScomH1c12g0038358	ScomH2c04g0015703
ScomH1c12g0038362	ScomH2c04g0015718
ScomH1c12g0038363	ScomH2c04g0015720
ScomH1c12g0038365	ScomH2c04g0015739
ScomH1c12g0038377	ScomH2c04g0015749
ScomH1c12g0038385	ScomH2c04g0015765
ScomH1c12g0038388	ScomH2c04g0015769
ScomH1c12g0038206	ScomH2c04g0015168
ScomH1c12g0038207	ScomH2c04g0015169
ScomH1c12g0038209	ScomH2c04g0015178
ScomH1c12g0038212	ScomH2c04g0015186
ScomH1c12g0038214	ScomH2c04g0015197
ScomH1c12g0038215	ScomH2c04g0015199
ScomH1c12g0038216	ScomH2c04g0015202
ScomH1c12g0038227	ScomH2c04g0015216
ScomH1c12g0038176	ScomH2c04g0015049
ScomH1c12g0038182	ScomH2c04g0015063
ScomH1c12g0038188	ScomH2c04g0015084
ScomH1c12g0038191	ScomH2c04g0015098
ScomH1c12g0038193	ScomH2c04g0015107
ScomH1c12g0038194	ScomH2c04g0015114
ScomH1c12g0038196	ScomH2c04g0015122
ScomH1c12g0038197	ScomH2c04g0015136
ScomH1c12g0038141	ScomH2c04g0014927
ScomH1c12g0038142	ScomH2c04g0014928
ScomH1c12g0038146	ScomH2c04g0014943
ScomH1c12g0038147	ScomH2c04g0014944
ScomH1c12g0038150	ScomH2c04g0014960
ScomH1c12g0038161	ScomH2c04g0014969
ScomH1c05g0015940	ScomH2c05g0015789
ScomH1c05g0015944	ScomH2c05g0015791
ScomH1c05g0015945	ScomH2c05g0015792
ScomH1c05g0015946	ScomH2c05g0015793
ScomH1c05g0015947	ScomH2c05g0015794
ScomH1c05g0015950	ScomH2c05g0015797
ScomH1c05g0015951	ScomH2c05g0015798
ScomH1c05g0015952	ScomH2c05g0015799
ScomH1c05g0015953	ScomH2c05g0015800
ScomH1c05g0015954	ScomH2c05g0015801
ScomH1c05g0015955	ScomH2c05g0015802
ScomH1c05g0015956	ScomH2c05g0015803
ScomH1c05g0015957	ScomH2c05g0015804
ScomH1c05g0015958	ScomH2c05g0015805
ScomH1c05g0015960	ScomH2c05g0015808
ScomH1c05g0015961	ScomH2c05g0015809
ScomH1c05g0015962	ScomH2c05g0015810
ScomH1c05g0015964	ScomH2c05g0015811
ScomH1c05g0015965	ScomH2c05g0015812
ScomH1c05g0015966	ScomH2c05g0015813
ScomH1c05g0015967	ScomH2c05g0015814
ScomH1c05g0015969	ScomH2c05g0015816
ScomH1c05g0015970	ScomH2c05g0015817
ScomH1c05g0015971	ScomH2c05g0015818
ScomH1c05g0015972	ScomH2c05g0015819
ScomH1c05g0015973	ScomH2c05g0015820
ScomH1c05g0015974	ScomH2c05g0015821
ScomH1c05g0015975	ScomH2c05g0015822
ScomH1c05g0015976	ScomH2c05g0015823
ScomH1c05g0015977	ScomH2c05g0015824
ScomH1c05g0015978	ScomH2c05g0015825
ScomH1c05g0015979	ScomH2c05g0015826
ScomH1c05g0015980	ScomH2c05g0015827
ScomH1c05g0015981	ScomH2c05g0015829
ScomH1c05g0015983	ScomH2c05g0015830
ScomH1c05g0015984	ScomH2c05g0015832
ScomH1c05g0015985	ScomH2c05g0015833
ScomH1c05g0015986	ScomH2c05g0015834
ScomH1c05g0015987	ScomH2c05g0015835
ScomH1c05g0015988	ScomH2c05g0015836
ScomH1c05g0015989	ScomH2c05g0015837
ScomH1c05g0015990	ScomH2c05g0015838
ScomH1c05g0015991	ScomH2c05g0015839
ScomH1c05g0015992	ScomH2c05g0015840
ScomH1c05g0015993	ScomH2c05g0015841
ScomH1c05g0015994	ScomH2c05g0015842
ScomH1c05g0015995	ScomH2c05g0015843
ScomH1c05g0015996	ScomH2c05g0015844
ScomH1c05g0015997	ScomH2c05g0015845
ScomH1c05g0015998	ScomH2c05g0015846
ScomH1c05g0015999	ScomH2c05g0015847
ScomH1c05g0016003	ScomH2c05g0015848
ScomH1c05g0016000	ScomH2c05g0015849
ScomH1c05g0016005	ScomH2c05g0015852
ScomH1c05g0016006	ScomH2c05g0015853
ScomH1c05g0016007	ScomH2c05g0015854
ScomH1c05g0016009	ScomH2c05g0015857
ScomH1c05g0016010	ScomH2c05g0015859
ScomH1c05g0016012	ScomH2c05g0015860
ScomH1c05g0016013	ScomH2c05g0015862
ScomH1c05g0016016	ScomH2c05g0015865
ScomH1c05g0016017	ScomH2c05g0015866
ScomH1c05g0016018	ScomH2c05g0015867
ScomH1c05g0016019	ScomH2c05g0015868
ScomH1c05g0016020	ScomH2c05g0015869
ScomH1c05g0016021	ScomH2c05g0015870
ScomH1c05g0016022	ScomH2c05g0015871
ScomH1c05g0016023	ScomH2c05g0015872
ScomH1c05g0016024	ScomH2c05g0015873
ScomH1c05g0016025	ScomH2c05g0015874
ScomH1c05g0016026	ScomH2c05g0015875
ScomH1c05g0016030	ScomH2c05g0015877
ScomH1c05g0016031	ScomH2c05g0015878
ScomH1c05g0016032	ScomH2c05g0015879
ScomH1c05g0016033	ScomH2c05g0015880
ScomH1c05g0016036	ScomH2c05g0015884
ScomH1c05g0016037	ScomH2c05g0015885
ScomH1c05g0016038	ScomH2c05g0015886
ScomH1c05g0016039	ScomH2c05g0015887
ScomH1c05g0016040	ScomH2c05g0015888
ScomH1c05g0016043	ScomH2c05g0015891
ScomH1c05g0016044	ScomH2c05g0015892
ScomH1c05g0016045	ScomH2c05g0015893
ScomH1c05g0016048	ScomH2c05g0015896
ScomH1c05g0016049	ScomH2c05g0015897
ScomH1c05g0016050	ScomH2c05g0015898
ScomH1c05g0016051	ScomH2c05g0015899
ScomH1c05g0016052	ScomH2c05g0015900
ScomH1c05g0016053	ScomH2c05g0015901
ScomH1c05g0016054	ScomH2c05g0015902
ScomH1c05g0016055	ScomH2c05g0015903
ScomH1c05g0016057	ScomH2c05g0015905
ScomH1c05g0016058	ScomH2c05g0015906
ScomH1c05g0016060	ScomH2c05g0015908
ScomH1c05g0016062	ScomH2c05g0015910
ScomH1c05g0016063	ScomH2c05g0015911
